fuel_type,body_type,kilometers_driven,transmission,owner_no,manufacturer,model,model_year,central_variant_id,variant_name,price,registration_year,insurance,rto,top_eatures,comfort_features,interior_features,exterior_features,safety_features,entertainment_features,engine,max_power,torque,wheel_size,seats,color,engine_type,no_of_cylinders,values_per_cylinder,fuel_suppy_system,turbo_charger,length,width,height,wheel_base,kerb_weight,gear_box,drive_type,steering_type,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_of_doors,cargo_volumn,city
petrol,hatchback,10415.0,manual,1,hyundai,i10,2016,1570,sportz,2.9,2016.0,comprehensive,wb06,power steering power windows front air conditioner heater fog lights front manually adjustable exterior rear view mirror centeral locking day night rear view mirror cd player,power steering power windows front power windows rear remote fuel lid opener low fuel warning light accessory power outlet vanity mirror rear seat headrest cup holders front seat lumbar support,air conditioner heater digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock,fog lights front manually adjustable exterior rear view mirror wheel covers power antenna chrome grille,centeral locking day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input,1197.0,78.9,111.8,13.0,5.0,silver,dohc kappa2 engine,4.0,4.0,mpfi,no,3585.0,1595.0,1550.0,2380.0,960.0,5.0,fwd,power,ventilated disc,drum,tubeless radial,13.0,4.0,362.11927013796173,kolkata
petrol,minivans,20000.0,manual,1,maruti,eeco,2013,4023,5 seater ac bsiv,1.6,2013.0,third party,wb02,low fuel warning light accessory power outlet air conditioner heater adjustable head lights manually adjustable exterior rear view mirror anti lock braking system child safety locks,low fuel warning light accessory power outlet rear seat headrest,air conditioner heater digital odometer electronic multi tripmeter fabric upholstery glove compartment,adjustable head lights manually adjustable exterior rear view mirror wheel covers halogen headlamps,anti lock braking system child safety locks driver air bag passenger side rear view mirror halogen headlamps rear seat belts side impact beams front impact beams adjustable seats centrally mounted fuel tank engine immobilizer ebd no of airbags,,1196.0,73.0,101.0,15.751987883377508,5.0,others,in-line engine,4.0,4.0,mpfi,no,3675.0,1475.0,1800.0,2350.0,928.0,5.0,rwd,manual,ventilated disc,drum,tubeless,15.751987883377508,5.0,540.0,kolkata
petrol,suv,10000.0,manual,2,tata,punch,2022,8926,adventure rhythm bsvi,5.9,2022.0,third party,wb02,power steering power windows front air conditioner heater adjustable head lights power adjustable exterior rear view mirror anti lock braking system centeral locking radio,power steering power windows front power windows rear low fuel warning light accessory power outlet rear seat headrest cup holders front multifunction steering wheel drive modes,air conditioner heater adjustable steering digital odometer electronic multi tripmeter fabric upholstery glove compartment digital clock driving experience control eco dual tone dashboard,adjustable head lights power adjustable exterior rear view mirror wheel covers outside rear view mirror turn indicators halogen headlamps,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts adjustable seats keyless entry engine check warning crash sensor ebd follow me home headlamps rear camera isofix child seat mounts no of airbags,radio speakers front speakers rear integrated2din audio bluetooth touch screen number of speaker touch screen size apple car play android auto,1199.0,86.63,115.0,15.751987883377508,5.0,others,1.2 l revotron engine,3.0,4.0,unknown,unknown,3827.0,1742.0,1615.0,2445.0,1191.0642804967129,5.0,unknown,electric,disc,drum,tubeless radial,15.751987883377508,5.0,366.0,kolkata
diesel,suv,60000.0,automatic,1,toyota,fortuner legender,2021,9669,4x2 at bsvi,36.0,2021.0,third party,wb02,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system brake assist radio,power steering power windows front power windows rear remote trunk opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest height adjustable front seat belts cup holders front cup holders rear seat lumbar support multifunction steering wheel cruise control rear acvents navigation system smart access card entry engine start stop button glove box cooling voice control steering wheel gearshift paddles tailgate ajar luggage hook and net drive modes find my car location real time vehicle tracking adjustable headrest power boot hands free tailgate,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter leather seats glove compartment digital clock driving experience control eco height adjustable driver seat ventilated seats dual tone dashboard,adjustable head lights fog lights front fog lights rear power adjustable exterior rear view mirror electric folding rear view mirror rear window wiper rear window washer rear window defogger alloy wheels integrated antenna rear spoiler side stepper outside rear view mirror turn indicators chrome grille chrome garnish automatic driving lights roof rail heated wing mirror dual tone body colour leddrls ledheadlights ledtaillights ledfog lamps,anti lock braking system brake assist centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag side air bag front day night rear view mirror passenger side rear view mirror rear seat belts seat belt warning door ajar warning side impact beams front impact beams vehicle stability control system traction control adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd anti theft device anti pinch power windows speed sensing auto door lock knee airbags isofix child seat mounts pretensioners and force limiter seatbelts hill assist impact sensing auto door lock sos emergency assistance speed alert geo fence alert no of airbags,radio audio system remote control speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen number of speaker apple car play android auto mirror link wireless phone charging,2755.0,201.15,500.0,18.0,7.0,others,2.8 l diesel engine,4.0,4.0,direct injection,yes,4795.0,1855.0,1835.0,2745.0,2080.0,6.0,2wd,unknown,ventilated disc,ventilated disc,tubeless radial,18.0,5.0,362.11927013796173,kolkata
petrol,hatchback,90000.0,manual,1,hyundai,grand i10,2016,1549,sportz,4.0,2016.0,third party,wb20,power steering power windows front air conditioner heater adjustable head lights fog lights front centeral locking power door locks cd player,power steering power windows front power windows rear remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet vanity mirror rear seat headrest cup holders front multifunction steering wheel rear acvents,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rear window defogger wheel covers power antenna tinted glass outside rear view mirror turn indicators,centeral locking power door locks child safety locks anti theft alarm day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer anti theft device,cd player radio speakers front speakers rear,1197.0,82.0,114.0,15.751987883377508,5.0,others,kappa vtvt petrol engine,4.0,4.0,mpfi,no,3765.0,1660.0,1520.0,2425.0,935.0,5.0,fwd,power,disc,drum,tubeless,15.751987883377508,5.0,256.0,kolkata
diesel,suv,42015.0,manual,1,honda,wr-v,2019,5670,i-dtec vx,7.87,2019.0,comprehensive,wb02,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking radio,power steering power windows front power windows rear air quality control remote trunk opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest height adjustable front seat belts cup holders front cup holders rear seat lumbar support multifunction steering wheel cruise control navigation system smart access card entry engine start stop button voice control tailgate ajar gear shift indicator lane change indicator,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery leather steering wheel glove compartment digital clock outside temperature display driving experience control eco,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rear window wiper rear window washer rear window defogger alloy wheels integrated antenna rear spoiler sun roof outside rear view mirror turn indicators chrome grille chrome garnish roof rail halogen headlamps,anti lock braking system centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd rear camera anti theft device anti pinch power windows speed sensing auto door lock isofix child seat mounts no of airbags,radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen number of speaker,1498.0,98.6,200.0,16.0,5.0,grey,i-dtec diesel engine,4.0,4.0,crdi,yes,3999.0,1734.0,1601.0,2555.0,1198.0,6.0,fwd,electric,ventilated disc,drum,tubeless radial,16.0,5.0,363.0,kolkata
diesel,sedan,72456.0,manual,1,toyota,corolla altis,2018,5667,1.4 dgl,8.99,2018.0,comprehensive,wb02,power steering power windows front air conditioner heater adjustable head lights fog lights rear anti lock braking system brake assist radio,power steering power windows front power windows rear air quality control remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest height adjustable front seat belts cup holders front cup holders rear seat lumbar support multifunction steering wheel smart access card entry engine start stop button,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery leather steering wheel glove compartment digital clock outside temperature display height adjustable driver seat,adjustable head lights fog lights rear power adjustable exterior rear view mirror electric folding rear view mirror rain sensing wiper rear window defogger alloy wheels integrated antenna outside rear view mirror turn indicators chrome grille chrome garnish,anti lock braking system brake assist centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag passenger side rear view mirror xenon headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor automatic head lamps clutch lock ebd anti theft device knee airbags isofix child seat mounts pretensioners and force limiter seatbelts no of airbags,radio speakers front speakers rear usb auxiliary input bluetooth number of speaker,1364.0,86.79,205.0,16.0,5.0,white,d-4d diesel engine,4.0,4.0,crdi,yes,4620.0,1775.0,1475.0,2700.0,1270.0,6.0,fwd,power,ventilated disc,solid disc,tubeless radial,16.0,4.0,470.0,kolkata
diesel,sedan,60000.0,manual,1,mahindra renault,logan,2009,4760,1.5 dle diesel,1.25,2009.0,third party,unknown,power steering remote fuel lid opener air conditioner heater adjustable head lights fog lights rear child safety locks anti theft alarm,power steering remote fuel lid opener low fuel warning light accessory power outlet vanity mirror cup holders front,air conditioner heater digital odometer tachometer fabric upholstery glove compartment digital clock cigarette lighter,adjustable head lights fog lights rear manually adjustable exterior rear view mirror wheel covers integrated antenna,child safety locks anti theft alarm day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts side impact beams front impact beams,,1461.0,65.0,16.0,14.0,5.0,gray,in-line engine,4.0,2.0,crdi,no,4247.0,1740.0,1534.0,2630.0,1140.0,5.0,unknown,power,disc,drum,tubeless radial,14.0,4.0,510.0,kolkata
diesel,hatchback,116032.0,manual,1,maruti,ritz,2014,4137,ldi,2.68,2014.0,comprehensive,wb24,power steering remote trunk opener air conditioner heater adjustable head lights manually adjustable exterior rear view mirror centeral locking child safety locks,power steering remote trunk opener remote fuel lid opener accessory power outlet cup holders front,air conditioner heater digital odometer electronic multi tripmeter fabric upholstery glove compartment digital clock,adjustable head lights manually adjustable exterior rear view mirror wheel covers power antenna,centeral locking child safety locks anti theft alarm passenger side rear view mirror halogen headlamps rear seat belts seat belt warning side impact beams front impact beams adjustable seats centrally mounted fuel tank engine immobilizer anti theft device,,1248.0,73.94,190.0,15.751987883377508,5.0,silver,ddis diesel engine ,4.0,4.0,crdi,yes,3775.0,1680.0,1620.0,2360.0,1100.0,5.0,fwd,power,ventilated disc,drum,tubeless radial,15.751987883377508,5.0,236.0,kolkata
diesel,sedan,30000.0,manual,1,volkswagen,vento,2014,2039,1.5 tdi comfortline,3.4,2014.0,third party,wb02,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear air quality control remote trunk opener low fuel warning light accessory power outlet trunk light vanity mirror rear seat headrest rear seat centre arm rest cup holders front cup holders rear rear acvents,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock outside temperature display cigarette lighter,adjustable head lights fog lights front fog lights rear power adjustable exterior rear view mirror rear window defogger wheel covers power antenna tinted glass,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer crash sensor anti theft device,cd player radio speakers front speakers rear,1498.0,103.2,250.0,15.0,5.0,others,tdi diesel engine,4.0,4.0,direct injection,yes,4384.0,1699.0,1466.0,2552.0,1208.0,5.0,fwd,power,disc,drum,tubeless radial,15.0,4.0,454.0,kolkata
diesel,suv,40000.0,automatic,1,ford,endeavour,2019,916,3.2 titanium at 4x4,28.0,2019.0,third party,wb20,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear remote trunk opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest cup holders front cup holders rear multifunction steering wheel cruise control rear acvents navigation system glove box cooling voice control battery saver,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter leather seats leather steering wheel glove compartment digital clock cigarette lighter height adjustable driver seat,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rain sensing wiper rear window wiper rear window washer rear window defogger alloy wheels power antenna integrated antenna rear spoiler sun roof moon roof side stepper outside rear view mirror turn indicators chrome grille roof rail heated wing mirror,anti lock braking system centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag side air bag front day night rear view mirror passenger side rear view mirror rear seat belts seat belt warning door ajar warning side impact beams front impact beams vehicle stability control system traction control adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning tyre pressure monitor crash sensor automatic head lamps ebd rear camera anti theft device knee airbags pretensioners and force limiter seatbelts hill descent control hill assist,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen number of speaker,3198.0,197.0,470.0,18.0,7.0,gray,diesel engine,4.0,4.0,tdci,yes,4892.0,1860.0,1837.0,2850.0,1879.0,6.0,4wd,power,disc,disc,tubeless radial,18.0,5.0,362.11927013796173,kolkata
petrol,hatchback,40000.0,manual,2,tata,tiago,2017,2970,1.2 revotron xm,2.65,2017.0,third party,wb58,power steering power windows front air conditioner heater adjustable head lights manually adjustable exterior rear view mirror anti lock braking system centeral locking,power steering power windows front power windows rear remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet rear seat headrest cup holders front,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock driving experience control eco,adjustable head lights manually adjustable exterior rear view mirror wheel covers tinted glass rear spoiler chrome grille,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats centrally mounted fuel tank engine immobilizer engine check warning ebd anti theft device speed sensing auto door lock pretensioners and force limiter seatbelts,,1199.0,84.0,114.0,15.751987883377508,5.0,others,revotron engine,3.0,4.0,mpfi,no,3746.0,1647.0,1535.0,2400.0,960.0,5.0,fwd,power,disc,drum,tubeless,15.751987883377508,5.0,242.0,kolkata
diesel,hatchback,40000.0,manual,2,tata,tiago,2017,2979,1.05 revotorq xm,2.65,2017.0,third party,wb58,power steering power windows front air conditioner heater adjustable head lights manually adjustable exterior rear view mirror anti lock braking system centeral locking,power steering power windows front power windows rear remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet rear seat headrest cup holders front,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock driving experience control eco,adjustable head lights manually adjustable exterior rear view mirror wheel covers tinted glass rear spoiler chrome grille,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats centrally mounted fuel tank engine immobilizer engine check warning ebd anti theft device speed sensing auto door lock pretensioners and force limiter seatbelts,,1047.0,69.0,140.0,15.751987883377508,5.0,others,revotorq engine,3.0,4.0,crdi,yes,3746.0,1647.0,1535.0,2400.0,1050.0,5.0,fwd,power,disc,drum,tubeless,15.751987883377508,5.0,242.0,kolkata
diesel,suv,51000.0,manual,1,mahindra,xuv500,2016,3814,w10 1.99 mhawk,7.0,2016.0,third party,wb08,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system brake assist radio,power steering power windows front power windows rear air quality control remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest height adjustable front seat belts cup holders front cup holders rear seat lumbar support multifunction steering wheel cruise control rear acvents navigation system smart access card entry engine start stop button voice control,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter leather seats glove compartment digital clock driving experience control eco height adjustable driver seat,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rain sensing wiper rear window wiper rear window washer rear window defogger alloy wheels integrated antenna tinted glass sun roof moon roof outside rear view mirror turn indicators chrome grille smoke headlamps roof rail,anti lock braking system brake assist centeral locking power door locks child safety locks driver air bag passenger air bag side air bag front side air bag rear passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams vehicle stability control system traction control adjustable seats keyless entry centrally mounted fuel tank engine immobilizer tyre pressure monitor crash sensor automatic head lamps ebd follow me home headlamps rear camera anti theft device,radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen,1997.0,140.0,320.0,17.0,7.0,white,mhawk diesel engine,4.0,4.0,direct injection,yes,4585.0,1890.0,1785.0,2700.0,2000.0,6.0,fwd,power,disc,disc,tubeless radial,17.0,5.0,720.0,kolkata
petrol,hatchback,30000.0,manual,1,hyundai,grand i10,2017,5607,1.2 kappa asta,4.5,2017.0,third party,wb02,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear low fuel warning light accessory power outlet trunk light vanity mirror rear seat headrest cup holders front multifunction steering wheel rear acvents navigation system smart access card entry engine start stop button glove box cooling voice control tailgate ajar gear shift indicator battery saver,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery leather steering wheel glove compartment digital clock height adjustable driver seat,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rear window wiper rear window washer rear window defogger alloy wheels integrated antenna tinted glass rear spoiler outside rear view mirror turn indicators chrome grille roof rail,anti lock braking system centeral locking power door locks child safety locks driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd rear camera anti theft device no of airbags,cd player radio speakers front speakers rear usb auxiliary input bluetooth number of speaker,1197.0,81.86,113.75,14.0,5.0,gray,kappa vtvt petrol engine,4.0,4.0,mpfi,no,3765.0,1660.0,1520.0,2425.0,1060.0,5.0,fwd,power,disc,drum,tubeless,14.0,5.0,256.0,kolkata
petrol,muv,15885.0,manual,1,maruti,ertiga,2021,7045,vxi,9.5,2021.0,comprehensive,wb18,power steering power windows front air conditioner heater adjustable head lights power adjustable exterior rear view mirror anti lock braking system brake assist radio,power steering power windows front power windows rear low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest cup holders front multifunction steering wheel rear acvents gear shift indicator adjustable headrest,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock dual tone dashboard,adjustable head lights power adjustable exterior rear view mirror electric folding rear view mirror wheel covers power antenna rear spoiler outside rear view mirror turn indicators chrome grille ledtaillights projector headlamps halogen headlamps,anti lock braking system brake assist centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor ebd anti theft device speed sensing auto door lock isofix child seat mounts pretensioners and force limiter seatbelts speed alert no of airbags,radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth number of speaker,1462.0,103.26,138.0,15.751987883377508,7.0,grey,k15 smart hybrid,4.0,4.0,mpfi,no,4395.0,1735.0,1690.0,2740.0,1135.0,5.0,fwd,power,ventilated disc,drum,tubeless radial,15.751987883377508,5.0,209.0,kolkata
diesel,suv,65000.0,manual,1,renault,duster,2013,5065,85ps diesel rxe,2.0,2013.0,third party,wb02,power steering power windows front air conditioner heater adjustable head lights manually adjustable exterior rear view mirror centeral locking power door locks,power steering power windows front air quality control remote trunk opener low fuel warning light accessory power outlet trunk light vanity mirror rear seat headrest rear seat centre arm rest cup holders rear,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter fabric upholstery glove compartment digital clock,adjustable head lights manually adjustable exterior rear view mirror,centeral locking power door locks child safety locks passenger side rear view mirror halogen headlamps rear seat belts door ajar warning side impact beams front impact beams adjustable seats keyless entry centrally mounted fuel tank engine immobilizer anti theft device,,1461.0,83.8,200.0,16.0,5.0,silver,dci diesel engine ,4.0,4.0,crdi,yes,4315.0,1822.0,1695.0,2673.0,1240.0,5.0,fwd,power,ventilated disc,drum,tubeless radial,16.0,5.0,475.0,kolkata
petrol,sedan,10000.0,automatic,1,audi,a3,2018,5637,35 tfsi premium,18.0,2018.0,third party,unknown,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system brake assist cd player,power steering power windows front power windows rear air quality control remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet trunk light vanity mirror rear seat headrest cup holders front cup holders rear seat lumbar support multifunction steering wheel cruise control rear acvents engine start stop button voice control,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter leather seats fabric upholstery leather steering wheel glove compartment digital clock outside temperature display cigarette lighter height adjustable driver seat,adjustable head lights fog lights front fog lights rear power adjustable exterior rear view mirror electric folding rear view mirror rain sensing wiper rear window defogger alloy wheels power antenna tinted glass sun roof outside rear view mirror turn indicators chrome garnish smoke headlamps,anti lock braking system brake assist centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag side air bag front side air bag rear day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams vehicle stability control system traction control adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning crash sensor automatic head lamps ebd rear camera anti theft device,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth,1395.0,150.0,250.0,16.0,5.0,others,tfsi petrol engine,4.0,4.0,direct injection,yes,4456.0,1960.0,1416.0,2637.0,1295.0,7.0,fwd,power,ventilated disc,disc,tubeless radial,16.0,4.0,425.0,kolkata
petrol,hatchback,20000.0,manual,1,hyundai,eon,2017,1502,era plus,1.6,2017.0,third party,unknown,power steering power windows front air conditioner heater adjustable head lights manually adjustable exterior rear view mirror child safety locks driver air bag,power steering power windows front remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet rear seat headrest cup holders front gear shift indicator,air conditioner heater digital odometer electronic multi tripmeter fabric upholstery glove compartment,adjustable head lights manually adjustable exterior rear view mirror power antenna tinted glass rear spoiler chrome grille,child safety locks driver air bag day night rear view mirror halogen headlamps rear seat belts seat belt warning side impact beams front impact beams adjustable seats centrally mounted fuel tank engine immobilizer engine check warning anti theft device,,814.0,55.2,74.5,15.751987883377508,5.0,others,petrol engine,3.0,3.0,mpfi,no,3495.0,1550.0,1500.0,2380.0,880.0,5.0,fwd,power,disc,drum,tubeless,15.751987883377508,5.0,215.0,kolkata
diesel,sedan,70000.0,automatic,2,bmw,3 series,2015,243,320d sport line,10.0,2015.0,third party,wb02,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system brake assist cd player,power steering power windows front power windows rear air quality control remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest cup holders front cup holders rear seat lumbar support multifunction steering wheel cruise control rear acvents,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter leather seats leather steering wheel glove compartment digital clock,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rain sensing wiper rear window defogger alloy wheels power antenna tinted glass sun roof outside rear view mirror turn indicators,anti lock braking system brake assist centeral locking power door locks child safety locks driver air bag passenger air bag side air bag front day night rear view mirror passenger side rear view mirror xenon headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams vehicle stability control system traction control adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning tyre pressure monitor crash sensor ebd anti theft device,cd player radio audio system remote control speakers front speakers rear,1995.0,184.0,380.0,17.0,5.0,blue,diesel engine,4.0,4.0,crdi,yes,4624.0,2031.0,1429.0,2810.0,1500.0,8.0,rwd,power,disc,disc,tubeless radial,17.0,4.0,480.0,kolkata
diesel,suv,50000.0,automatic,1,ford,endeavour,2016,915,2.2 titanium at 4x2,17.0,2016.0,third party,wb40,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear remote trunk opener low fuel warning light accessory power outlet trunk light vanity mirror rear reading lamp rear seat headrest rear seat centre arm rest cup holders front cup holders rear multifunction steering wheel cruise control rear acvents navigation system voice control battery saver,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter leather seats leather steering wheel glove compartment digital clock cigarette lighter height adjustable driver seat,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rain sensing wiper rear window wiper rear window washer rear window defogger alloy wheels power antenna integrated antenna rear spoiler sun roof moon roof side stepper outside rear view mirror turn indicators chrome grille roof rail,anti lock braking system centeral locking power door locks child safety locks anti theft alarm driver air bag passenger air bag side air bag front day night rear view mirror passenger side rear view mirror rear seat belts seat belt warning door ajar warning side impact beams front impact beams vehicle stability control system traction control adjustable seats keyless entry centrally mounted fuel tank engine immobilizer engine check warning tyre pressure monitor crash sensor automatic head lamps ebd rear camera anti theft device pretensioners and force limiter seatbelts hill assist,cd player radio speakers front speakers rear integrated2din audio usb auxiliary input bluetooth touch screen number of speaker,2198.0,158.0,385.0,18.0,7.0,white,diesel engine,4.0,4.0,tdci,yes,4892.0,1860.0,1837.0,2850.0,1879.0,6.0,fwd,power,disc,disc,tubeless radial,18.0,5.0,362.11927013796173,kolkata
diesel,suv,53000.0,manual,1,mahindra,xuv500,2014,3823,w8 2wd,5.0,2014.0,third party,wb02,power steering power windows front air conditioner heater adjustable head lights fog lights front anti lock braking system centeral locking cd player,power steering power windows front power windows rear air quality control remote trunk opener remote fuel lid opener low fuel warning light accessory power outlet rear reading lamp rear seat headrest rear seat centre arm rest height adjustable front seat belts cup holders front cup holders rear multifunction steering wheel cruise control rear acvents,air conditioner heater adjustable steering digital odometer tachometer electronic multi tripmeter leather seats leather steering wheel glove compartment digital clock cigarette lighter,adjustable head lights fog lights front power adjustable exterior rear view mirror electric folding rear view mirror rain sensing wiper rear window wiper rear window washer rear window defogger alloy wheels integrated antenna tinted glass outside rear view mirror turn indicators,anti lock braking system centeral locking child safety locks driver air bag passenger air bag side air bag front day night rear view mirror passenger side rear view mirror halogen headlamps rear seat belts seat belt warning door ajar warning side impact beams front impact beams vehicle stability control system adjustable seats centrally mounted fuel tank engine immobilizer crash sensor ebd follow me home headlamps anti theft device,cd player dvd player radio audio system remote control speakers front speakers rear,2179.0,140.0,330.0,17.0,7.0,others,mhawk diesel engine,4.0,4.0,direct injection,yes,4585.0,1890.0,1785.0,2700.0,1940.0,6.0,fwd,power,disc & caliper type,disc & caliper type,tubeless radial,17.0,5.0,362.11927013796173,kolkata
